"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"North Western","NM1","1997-11-05","1","Surface Water","0.2","7.8","0.04","1.06","0.16","0.029","0.22","71","4.9","180","5.3","8.1","25","31.8"
"North Western","NM1","1997-11-05","1","Middle Water","0.2","9.1","0.05","1.16","0.16","0.026","0.22","71","4.9","180","6.4","8.1","25","31.9"
"North Western","NM1","1997-11-05","1","Bottom Water","0.2","13","0.05","1.16","0.16","0.025","0.22","72","4.9","170","5.8","8.1","25","31.9"
"North Western","NM1","1998-01-07","1","Surface Water","0.2","4.4","0.05","1.54","0.16","0.033","0.3","85","6.3","60","6.7","8.2","20.5","32.1"
"North Western","NM1","1998-01-07","1","Middle Water","0.1","4.3","0.05","1.32","0.13","0.035","0.25","87","6.4","49","6.2","8.2","20.5","32.6"
"North Western","NM1","1998-01-07","1","Bottom Water","0.1","3.7","0.06","1.22","0.14","0.045","0.26","87","6.5","40","6.2","8.2","20.5","32.6"
"North Western","NM1","1998-03-09","1","Surface Water","1.1","2","0.07","1.25","0.33","0.038","0.77","108","8.6","61","4.5","8","19.2","24.2"
"North Western","NM1","1998-03-09","1","Middle Water","1.4","3","0.08","1","0.3","0.049","0.66","105","8.3","220","4","7.9","17.8","30.7"
"North Western","NM1","1998-03-09","1","Bottom Water","0.4","2.8","0.06","1.03","0.27","0.032","0.55","105","8.3","83","4.3","7.9","17.6","31.1"
"North Western","NM1","1998-05-04","1","Surface Water","1.5","3","0.07","1.77","0.13","0.032","1.01","79","5.8","65","4.6","8","25.7","29"
"North Western","NM1","1998-05-04","1","Middle Water","0.3","2.6","0.04","1.66","0.11","0.018","0.27","68","4.7","980","4.2","7.9","24.5","30.8"
"North Western","NM1","1998-05-04","1","Bottom Water","0.3","3.2","0.05","1.23","0.086","0.025","0.22","67","4.7","670","5.1","7.9","24.3","32"
"North Western","NM1","1998-07-10","1","Surface Water","1.4","5.8","0.06","1.06","0.029","0.025","0.72","66","4.8","140","5.6","8.2","27.4","14.2"
"North Western","NM1","1998-07-10","1","Middle Water","1","8","0.07","1.1","0.036","0.029","0.59","59","4.2","180","5.5","8.1","26.4","21"
"North Western","NM1","1998-07-10","1","Bottom Water","0.7","6.1","0.07","1.12","0.045","0.025","0.54","38","2.7","270","24.9","8","24.4","30.4"
"North Western","NM1","1998-09-04","1","Surface Water","2.4","0.7","0.02","0.92","0.024","0.007","0.25","116","7.8","1","2.4","8.2","27.9","27.7"
"North Western","NM1","1998-09-04","1","Middle Water","1.8","1.3","0.03","0.8","0.04","0.008","0.22","84","5.7","15","3.5","8.1","26.5","30.8"
"North Western","NM1","1998-09-04","1","Bottom Water","1.7","1.2","0.03","1.04","0.024","0.005","0.25","69","4.7","1","3.4","8.1","25.9","31.8"
"North Western","NM1","1998-11-05","1","Surface Water","0.9","3.6","0.06","0.8","0.15","0.032","0.28","67","3.2","190","4.8","7.9","25.2","32.3"
"North Western","NM1","1998-11-05","1","Middle Water","0.6","6.4","0.05","0.84","0.16","0.033","0.3","65","3.1","520","5.1","7.9","25.1","32.3"
"North Western","NM1","1998-11-05","1","Bottom Water","0.7","10","0.06","0.86","0.15","0.031","0.28","65","3.1","450","15.6","7.9","25","32.3"
"North Western","NM1","1999-01-15","1","Surface Water","0.5","4","0.05","0.51","0.13","0.022","0.21","72","5.7","900","4.7","8.2","17.5","31.4"
"North Western","NM1","1999-01-15","1","Middle Water","0.6","4.2","0.03","0.42","0.12","0.024","0.2","71","5.6","1100","4.3","8.3","17.5","31.4"
"North Western","NM1","1999-01-15","1","Bottom Water","0.5","3.9","0.03","0.38","0.11","0.02","0.19","71","5.6","780","4.7","8.3","17.5","31.4"
"North Western","NM1","1999-02-26","1","Surface Water","1.1","1.5","0.03","0.46","0.11","0.012","0.17","112","8.6","100","3.5","8.2","18.9","32.4"
"North Western","NM1","1999-02-26","1","Middle Water","1","1.9","0.03","0.45","0.1","0.024","0.16","104","8","240","3.2","8.2","18.9","32.4"
"North Western","NM1","1999-02-26","1","Bottom Water","0.9","1.4","0.03","0.45","0.11","0.018","0.17","101","7.8","300","3","8.2","18.9","32.4"
"North Western","NM1","1999-03-15","1","Surface Water","0.6","3.1","0.04","0.45","0.13","0.028","0.18","92","6.8","350","4.2","8.1","20","33.3"
"North Western","NM1","1999-03-15","1","Middle Water","0.7","3.4","0.04","0.45","0.13","0.031","0.18","92","6.9","360","4.4","8.1","20","33.3"
"North Western","NM1","1999-03-15","1","Bottom Water","0.5","5.7","0.04","0.57","0.13","0.028","0.17","93","6.9","110","4.5","8.1","20","33.3"
"North Western","NM1","1999-04-19","1","Surface Water","1","6.9","0.05","0.49","0.08","0.024","0.23","80","5.6","220","5.3","8","24.5","32"
"North Western","NM1","1999-04-19","1","Middle Water","0.8","12","0.04","0.49","0.096","0.029","0.23","80","5.5","360","7.1","8","24.3","32.4"
"North Western","NM1","1999-04-19","1","Bottom Water","0.8","11","0.05","0.51","0.1","0.03","0.24","79","5.5","510","6.1","8","24.2","32.6"
"North Western","NM1","1999-05-24","1","Surface Water","0.6","4.7","0.05","1.21","<0.005","0.01","0.98","127","9","14","N/A","8.1","27.4","21"
"North Western","NM1","1999-05-24","1","Middle Water","0.5","2.8","0.04","0.5","0.051","0.025","0.38","93","6.4","300","N/A","8","25.8","30.1"
"North Western","NM1","1999-05-24","1","Bottom Water","0.7","2.8","0.04","0.49","0.057","0.026","0.37","88","6","390","N/A","8","25.4","31.4"
"North Western","NM1","1999-06-24","1","Surface Water","1.2","6.6","0.04","1.35","<0.005","0.028","1.12","98","7.1","22","9.2","8","28.4","13"
"North Western","NM1","1999-06-24","1","Middle Water","0.5","2.9","0.03","0.67","<0.005","0.021","0.48","54","3.7","420","7.9","7.9","26.1","28.8"
"North Western","NM1","1999-06-24","1","Bottom Water","0.4","12","0.04","0.57","<0.005","0.024","0.34","43","2.9","90","16.4","7.9","25.2","31.7"
"North Western","NM1","1999-07-09","1","Surface Water","0.8","4.3","0.04","1.14","<0.005","0.028","0.92","66","4.9","33","12.7","8","27.8","12.2"
"North Western","NM1","1999-07-09","1","Middle Water","0.9","5.6","0.04","0.68","0.015","0.038","0.53","47","3.3","470","12.9","7.9","24.8","30.9"
"North Western","NM1","1999-07-09","1","Bottom Water","0.9","11","0.04","0.51","<0.005","0.031","0.26","34","2.4","440","17.2","7.9","24.1","32.5"
"North Western","NM1","1999-08-27","1","Surface Water","0.3","4.2","0.06","1.11","0.17","0.051","0.92","76","5.4","700","9.4","8","26.4","20.7"
"North Western","NM1","1999-08-27","1","Middle Water","0.1","9.6","0.05","0.52","0.048","0.032","0.31","72","5","2600","12.3","8","25.3","28"
"North Western","NM1","1999-08-27","1","Bottom Water","0.1","16","0.06","0.53","0.039","0.029","0.28","71","5","1700","16.2","8","25.1","29.2"
"North Western","NM1","1999-09-27","1","Surface Water","0.2","3.7","0.05","0.55","0.079","0.02","0.22","67","4.5","690","9.1","8.2","26.6","31.1"
"North Western","NM1","1999-09-27","1","Middle Water","0.5","18","0.06","1.13","0.079","0.017","0.22","69","4.7","760","31.5","8.3","26.5","31.1"
"North Western","NM1","1999-09-27","1","Bottom Water","0.4","16","0.06","0.37","0.07","0.02","0.21","71","4.8","750","27.2","8.3","26.5","31.1"
"North Western","NM1","1999-10-25","1","Surface Water","0.3","12","0.05","0.3","0.098","0.029","0.2","78","5.2","560","11.2","7.9","26.5","31.8"
"North Western","NM1","1999-10-25","1","Middle Water","0.3","16","0.05","0.31","0.097","0.021","0.19","85","5.7","440","18.6","7.8","26.4","31.8"
"North Western","NM1","1999-10-25","1","Bottom Water","0.2","23","0.09","0.31","0.093","0.026","0.19","86","5.8","430","21.8","7.8","26.4","31.8"
"North Western","NM1","1999-11-12","1","Surface Water","0.9","6.9","0.06","0.46","0.13","0.039","0.35","90","6.3","1000","6","7.8","24.5","31.6"
"North Western","NM1","1999-11-12","1","Middle Water","0.6","12","0.06","0.51","0.14","0.045","0.35","96","6.7","2300","6.9","7.8","24.5","31.6"
"North Western","NM1","1999-11-12","1","Bottom Water","0.6","13","0.07","0.58","0.14","0.046","0.36","96","6.6","1200","6.8","7.9","24.5","31.6"
"North Western","NM1","1999-12-03","1","Surface Water","<0.1","3.6","0.04","0.37","0.084","0.019","0.22","80","5.9","270","6.3","7.8","22","31.3"
"North Western","NM1","1999-12-03","1","Middle Water","0.3","4.1","0.04","0.33","0.085","0.022","0.22","94","6.8","260","6.9","7.8","22","31.3"
"North Western","NM1","1999-12-03","1","Bottom Water","0.7","4.6","0.03","0.35","0.088","0.024","0.22","95","6.9","230","7.9","7.8","22","31.3"
"North Western","NM1","2000-01-12","1","Surface Water","1.2","1.8","0.05","0.45","0.081","0.01","0.28","92","7.3","300","5.5","7.9","18","29.5"
"North Western","NM1","2000-01-12","1","Middle Water","1","2.4","0.04","0.48","0.082","0.014","0.28","107","8.5","280","5.8","7.9","18","29.5"
"North Western","NM1","2000-01-12","1","Bottom Water","1.2","2.8","0.04","0.46","0.076","0.007","0.28","109","8.7","290","7.2","7.9","18","29.5"
"North Western","NM1","2000-02-17","1","Surface Water","0.9","2.2","0.04","0.44","0.13","0.02","0.2","84","6.7","160","5.9","8","17.2","31.8"
"North Western","NM1","2000-02-17","1","Middle Water","0.8","2.5","0.04","0.45","0.13","0.028","0.24","95","7.5","80","6.4","8","17.2","31.8"
"North Western","NM1","2000-02-17","1","Bottom Water","0.4","3.2","0.04","0.46","0.15","0.022","0.23","94","7.5","230","7","8","17.1","31.8"
"North Western","NM1","2000-03-17","1","Surface Water","0.3","1","0.05","0.51","0.11","0.039","0.34","87","6.9","83","5.1","7.8","17.3","30.3"
"North Western","NM1","2000-03-17","1","Middle Water","<0.1","1.1","0.04","0.53","0.1","0.035","0.31","86","6.9","1300","5.7","7.8","17","30.6"
"North Western","NM1","2000-03-17","1","Bottom Water","<0.1","2.3","0.04","0.44","0.1","0.031","0.3","86","7","990","5.9","7.8","16.8","30.7"
"North Western","NM1","2000-04-27","1","Surface Water","1","3.4","0.05","1.51","0.18","0.019","1.27","93","6.9","56","8.3","8","24.9","19.8"
"North Western","NM1","2000-04-27","1","Middle Water","0.6","3","0.03","0.3","0.094","0.029","0.2","87","6.2","1000","7.4","8","23","31.6"
"North Western","NM1","2000-04-27","1","Bottom Water","0.3","4.3","0.04","0.21","0.074","0.016","0.13","90","6.4","430","8.3","8","22.9","32.3"
"North Western","NM1","2000-05-19","1","Surface Water","1.6","3.8","0.03","0.45","0.1","0.017","0.38","62","4.3","240","6.7","8.1","25.8","28.2"
"North Western","NM1","2000-05-19","1","Middle Water","1.6","8.1","0.03","0.34","0.096","0.023","0.26","72","4.9","720","9.8","8.1","25.7","30.3"
"North Western","NM1","2000-05-19","1","Bottom Water","1.6","9.3","0.03","0.3","0.088","0.017","0.22","74","5.1","490","10.6","8.1","25.7","30.8"
"North Western","NM1","2000-06-16","1","Surface Water","2","3.8","0.06","1.01","0.082","0.026","0.82","85","6","34","9.3","8.1","26.9","21.5"
"North Western","NM1","2000-06-16","1","Middle Water","0.6","3.6","0.06","0.78","0.082","0.033","0.63","63","4.4","310","8.7","8","25.3","27"
"North Western","NM1","2000-06-16","1","Bottom Water","0.6","18","0.06","0.52","0.052","0.035","0.38","53","3.7","690","17.7","7.9","24.5","30"
"North Western","NM1","2000-07-17","1","Surface Water","0.7","3.6","0.04","0.41","0.077","0.013","0.3","90","6","150","1.2","8","28.3","27"
"North Western","NM1","2000-07-17","1","Middle Water","0.8","3.9","0.05","0.44","0.08","0.019","0.3","86","5.7","130","1.2","8","27.7","28.6"
"North Western","NM1","2000-07-17","1","Bottom Water","0.7","4.7","0.04","0.4","0.083","0.019","0.29","77","5.2","90","1.1","8","27.6","29.3"
"North Western","NM1","2000-08-28","1","Surface Water","1.5","2.4","0.05","0.95","0.12","0.032","0.78","71","4.9","80","5.8","7.9","27.2","22.6"
"North Western","NM1","2000-08-28","1","Middle Water","1.1","3.2","0.04","0.41","0.067","0.018","0.34","55","3.9","2500","6.6","7.8","24.7","30.3"
"North Western","NM1","2000-08-28","1","Bottom Water","1.4","25","0.06","0.44","0.048","0.018","0.29","52","3.6","730","23.4","7.8","24.3","31.3"
"North Western","NM1","2000-09-20","1","Surface Water","0.6","9.2","0.04","0.29","0.12","0.028","0.21","93","6.2","180","21.9","8.1","26.8","31.1"
"North Western","NM1","2000-09-20","1","Middle Water","0.7","11","0.04","0.29","0.12","0.026","0.21","92","6.2","260","22.7","8.2","26.9","31.3"
"North Western","NM1","2000-09-20","1","Bottom Water","0.7","12","0.04","0.27","0.12","0.027","0.21","89","5.9","230","27.6","8.2","26.9","31.4"
"North Western","NM1","2000-10-13","1","Surface Water","0.4","7.3","0.06","0.4","0.11","0.04","0.3","62","4.1","290","10.5","7.7","27.9","31.4"
"North Western","NM1","2000-10-13","1","Middle Water","0.3","17","0.07","0.45","0.099","0.034","0.28","70","4.6","470","20.8","7.7","27.9","31.5"
"North Western","NM1","2000-10-13","1","Bottom Water","0.4","38","0.09","0.52","0.12","0.04","0.3","69","4.5","640","31.5","7.7","28","31.6"
"North Western","NM1","2000-11-20","1","Surface Water","0.3","6","0.04","0.25","0.064","0.026","0.19","74","5.3","98","9.7","7.7","22.9","32.8"
"North Western","NM1","2000-11-20","1","Middle Water","0.2","8.8","0.04","0.24","0.069","0.02","0.19","85","6","150","10.3","7.8","22.8","32.8"
"North Western","NM1","2000-11-20","1","Bottom Water","0.3","8.6","0.04","0.28","0.072","0.031","0.2","85","6","160","10.7","7.8","22.9","32.8"
"North Western","NM1","2000-12-11","1","Surface Water","0.4","5.6","0.05","0.47","0.11","0.037","0.3","91","6.6","260","10.2","7.9","21.6","32"
"North Western","NM1","2000-12-11","1","Middle Water","0.5","11","0.06","0.51","0.14","0.036","0.32","91","6.6","1600","14.1","7.9","21.6","32.1"
"North Western","NM1","2000-12-11","1","Bottom Water","0.4","26","0.07","0.54","0.17","0.039","0.35","88","6.4","2000","23.7","7.9","21.6","32.2"
"North Western","NM1","2001-01-15","1","Surface Water","0.4","11","0.12","0.5","0.18","0.024","0.35","93","7.2","400","14.9","7.9","18.6","31"
"North Western","NM1","2001-01-15","1","Middle Water","0.6","22","0.08","0.51","0.18","0.029","0.35","95","7.4","340","16","7.9","18.7","31"
"North Western","NM1","2001-01-15","1","Bottom Water","0.5","21","0.07","0.45","0.18","0.038","0.35","96","7.4","270","21.8","7.9","18.7","31"
"North Western","NM1","2001-02-08","1","Surface Water","0.6","6.3","0.07","0.55","0.13","0.023","0.36","73","5.8","400","22.3","8.2","16.8","31.5"
"North Western","NM1","2001-02-08","1","Middle Water","0.7","17","0.08","0.55","0.16","0.031","0.37","83","6.6","1900","26.5","8.2","16.8","31.7"
"North Western","NM1","2001-02-08","1","Bottom Water","0.6","22","0.07","0.54","0.16","0.034","0.38","83","6.6","1800","26.4","8.3","16.8","31.7"
"North Western","NM1","2001-03-09","1","Surface Water","0.6","6.1","0.07","0.41","0.13","0.019","0.28","93","7.3","290","12.4","8.5","18.2","31.7"
"North Western","NM1","2001-03-09","1","Middle Water","0.7","17","0.09","0.42","0.15","0.017","0.29","90","7","1200","21.3","8.6","18.1","32"
"North Western","NM1","2001-03-09","1","Bottom Water","0.5","38","0.08","0.41","0.17","0.028","0.3","87","6.8","1600","33.8","8.6","18.1","32.2"
"North Western","NM1","2001-04-06","1","Surface Water","0.5","4.7","0.05","0.67","0.19","0.023","0.52","86","6.3","210","17.2","8","21.8","30.1"
"North Western","NM1","2001-04-06","1","Middle Water","1.3","8.7","0.05","0.46","0.18","0.027","0.36","84","6.2","800","25.9","8","21.8","31"
"North Western","NM1","2001-04-06","1","Bottom Water","0.6","17","0.05","0.51","0.17","0.038","0.33","82","6","1300","30.5","8.1","21.7","31.4"
"North Western","NM1","2001-05-10","1","Surface Water","0.3","8.9","0.08","0.57","0.13","0.03","0.46","81","5.6","410","12.2","8.2","25.4","28.4"
"North Western","NM1","2001-05-10","1","Middle Water","0.2","21","0.05","0.42","0.11","0.023","0.32","89","6.2","820","22","8.2","24.9","30.6"
"North Western","NM1","2001-05-10","1","Bottom Water","0.2","44","0.05","0.41","0.096","0.018","0.26","92","6.4","820","35.6","8.2","24.9","31.2"
"North Western","NM1","2001-06-13","1","Surface Water","0.8","6.6","0.08","1.57","0.27","0.048","1.38","95","7.2","220","11.6","8.1","27","9.2"
"North Western","NM1","2001-06-13","1","Middle Water","0.3","6.1","0.04","0.36","0.018","0.016","0.27","62","4.2","450","9.8","8.3","25.9","31.4"
"North Western","NM1","2001-06-13","1","Bottom Water","0.3","21","0.04","0.29","0.015","0.013","0.18","58","3.9","210","22","8.3","25.7","32.4"
"North Western","NM1","2001-07-27","1","Surface Water","1.2","4.1","0.06","0.95","0.11","0.037","0.75","80","5.8","190","17.5","8.1","26.8","18.4"
"North Western","NM1","2001-07-27","1","Middle Water","0.7","6.9","0.05","0.71","0.094","0.036","0.57","73","5.2","430","18.6","8.3","26.1","23.4"
"North Western","NM1","2001-07-27","1","Bottom Water","0.8","6.1","0.05","0.67","0.088","0.032","0.5","67","4.7","530","51.7","8.3","25.8","25.4"
"North Western","NM1","2001-08-16","1","Surface Water","1.5","1.8","0.03","0.75","0.035","0.008","0.45","82","5.6","12","6.3","8.5","29.2","19"
"North Western","NM1","2001-08-16","1","Middle Water","0.7","2.5","0.02","0.48","0.045","0.019","0.34","68","4.7","220","7.1","8.3","27.3","25.7"
"North Western","NM1","2001-08-16","1","Bottom Water","0.5","32","0.04","0.35","0.013","0.013","0.21","35","2.4","120","33.3","8.1","25.3","31.5"
"North Western","NM1","2001-09-14","1","Surface Water","1.1","4.6","0.05","0.9","0.032","0.01","0.73","94","6.6","22","9.1","8","28","20.4"
"North Western","NM1","2001-09-14","1","Middle Water","0.5","4.6","0.04","0.59","0.028","0.011","0.49","83","5.7","90","10.7","8","27.5","26.1"
"North Western","NM1","2001-09-14","1","Bottom Water","0.6","5.5","0.04","0.54","0.027","0.015","0.43","72","4.8","190","15.7","8","27.4","29"
"North Western","NM1","2001-10-10","1","Surface Water","0.3","4.7","0.05","0.43","0.06","0.008","0.29","85","5.7","53","9.6","7.8","27.5","27.5"
"North Western","NM1","2001-10-10","1","Middle Water","<0.1","8","0.04","0.44","0.07","0.015","0.25","75","5","97","12.3","7.8","28","30.3"
"North Western","NM1","2001-10-10","1","Bottom Water","<0.1","13","0.04","0.44","0.071","0.012","0.28","71","4.7","170","14.5","7.8","28.1","31"
"North Western","NM1","2001-11-21","1","Surface Water","0.7","32","0.06","0.41","0.069","0.018","0.26","76","5.5","490","30.8","8.1","22.2","32"
"North Western","NM1","2001-11-21","1","Middle Water","0.7","38","0.05","0.66","0.061","0.019","0.25","72","5.2","440","31.5","8.1","22.2","32.1"
"North Western","NM1","2001-11-21","1","Bottom Water","0.4","40","0.06","0.65","0.082","0.018","0.27","71","5.1","640","29.5","8.1","22.2","32"
"North Western","NM1","2001-12-11","1","Surface Water","1","8.1","0.04","0.42","0.13","0.023","0.29","75","5.5","630","10.6","8.1","21.2","31.7"
"North Western","NM1","2001-12-11","1","Middle Water","1.1","8.2","0.05","0.4","0.14","0.018","0.29","76","5.6","680","11.6","8.1","21.2","31.7"
"North Western","NM1","2001-12-11","1","Bottom Water","1","23","0.05","0.38","0.13","0.029","0.29","76","5.6","750","18.9","8.1","21.2","31.8"
"North Western","NM1","2002-01-15","1","Surface Water","1","43","0.06","0.67","0.17","0.01","0.48","90","7.1","1200","48","7.4","17.9","30.8"
"North Western","NM1","2002-01-15","1","Middle Water","1","43","0.07","0.63","0.18","0.012","0.5","94","7.4","1600","52.1","7.6","17.8","31"
