"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Mirs Bay","MM1","1999-09-29","1","Bottom Water","0.3","6.6","0.03","0.29","0.094","0.014","0.17","0.5","66","4.5","68","9.1","8.3","26.2","30.3"
"Mirs Bay","MM1","1999-10-13","1","Surface Water","0.5","3.1","0.03","0.25","0.021","0.008","0.03","5.1","133","8.6","100","5.3","8.2","29.1","30.5"
"Mirs Bay","MM1","1999-10-13","1","Middle Water","0.3","13","0.05","0.25","0.034","0.016","0.05","5.9","143","9.3","76","5.2","8.1","28.5","30.6"
"Mirs Bay","MM1","1999-10-13","1","Bottom Water","0.6","8","0.04","0.24","0.024","0.013","0.03","6.7","133","8.7","66","6.8","8","28","30.8"
"Mirs Bay","MM1","1999-11-19","1","Surface Water","1.3","2.8","0.05","0.45","0.21","0.022","0.25","3.4","77","5.4","44","5.5","8","23.6","31.2"
"Mirs Bay","MM1","1999-11-19","1","Middle Water","0.9","3.5","0.04","0.26","0.14","0.01","0.16","1.9","89","6.3","96","6.2","8","23.5","31.4"
"Mirs Bay","MM1","1999-11-19","1","Bottom Water","0.7","4.8","0.04","0.22","0.12","0.017","0.14","1.5","89","6.3","61","7.7","8","23.6","31.6"
"Mirs Bay","MM1","1999-12-10","1","Surface Water","1.1","2.6","0.06","0.63","0.35","0.036","0.41","4.8","74","5.7","92","6.1","7.8","19.3","31.3"
"Mirs Bay","MM1","1999-12-10","1","Middle Water","0.9","2.5","0.06","0.63","0.33","0.025","0.39","4.5","77","5.9","150","6.1","7.8","18.9","31.3"
"Mirs Bay","MM1","1999-12-10","1","Bottom Water","0.7","3.3","0.05","0.55","0.3","0.031","0.35","3.2","83","6.4","100","6.4","7.7","19","31.4"
"Mirs Bay","MM1","2000-01-05","1","Surface Water","3.5","6.3","0.06","0.46","0.13","0.017","0.14","2.4","105","8.2","140","7.2","8.2","18.4","30.6"
"Mirs Bay","MM1","2000-01-05","1","Middle Water","3.3","5.2","0.07","0.5","0.12","0.02","0.13","1.3","109","8.6","63","8.7","8.1","18","30.7"
"Mirs Bay","MM1","2000-01-05","1","Bottom Water","1.5","64","0.07","0.7","0.11","0.016","0.12","<0.2","109","8.6","160","29.1","8","18","30.7"
"Mirs Bay","MM1","2000-02-25","1","Surface Water","0.2","6","0.06","0.55","0.31","0.03","0.36","1.1","77","6.2","1500","7.9","7.9","16.8","31.1"
"Mirs Bay","MM1","2000-02-25","1","Middle Water","0.2","4.9","0.06","0.53","0.29","0.037","0.33","0.5","77","6.2","1300","8.1","7.9","16.8","31.1"
"Mirs Bay","MM1","2000-02-25","1","Bottom Water","0.2","7","0.05","0.55","0.3","0.028","0.35","1","77","6.2","800","7.8","7.9","16.8","31.1"
"Mirs Bay","MM1","2000-03-15","1","Surface Water","0.9","1.2","0.04","0.45","0.13","0.007","0.18","3.7","84","6.6","100","5.3","8.1","18.3","30.7"
"Mirs Bay","MM1","2000-03-15","1","Middle Water","1.4","1.8","0.03","0.39","0.11","0.009","0.16","2.3","82","6.6","130","7.7","8","17.2","30.9"
"Mirs Bay","MM1","2000-03-15","1","Bottom Water","1.2","11","0.04","0.35","0.096","0.012","0.14","1","80","6.4","75","14.7","8","16.9","31"
"Mirs Bay","MM1","2000-04-13","1","Surface Water","2.5","3.2","0.06","0.35","0.1","0.003","0.13","20","96","7.2","2800","6.1","8.1","20.9","29.9"
"Mirs Bay","MM1","2000-04-13","1","Middle Water","3.2","3.8","0.05","0.46","0.11","0.007","0.15","26","108","8.1","3600","6.2","8.1","20.8","29.9"
"Mirs Bay","MM1","2000-04-13","1","Bottom Water","1.5","1.8","0.02","0.21","0.067","0.007","0.08","5.6","106","8.1","150","5.4","8.1","19.9","30.7"
"Mirs Bay","MM1","2000-05-05","1","Surface Water","5.4","5.4","0.09","0.67","0.12","0.012","0.13","47","153","10.5","12","7.6","8.6","26.5","26.4"
"Mirs Bay","MM1","2000-05-05","1","Middle Water","6","2.7","0.03","0.25","0.14","0.01","0.18","4.6","140","10","45","6.2","8","23.5","30"
"Mirs Bay","MM1","2000-05-05","1","Bottom Water","0.2","7","0.05","0.4","0.26","0.031","0.29","1.1","93","6.7","91","6.1","8","22.9","30.7"
"Mirs Bay","MM1","2000-06-07","1","Surface Water","2.3","3","0.04","0.27","0.024","0.008","0.03","10","97","6.2","48","5.9","8.2","29.5","31.2"
"Mirs Bay","MM1","2000-06-07","1","Middle Water","1.7","3.4","0.04","0.26","0.069","0.016","0.09","6.6","105","6.8","55","5.7","8.2","28.7","31.4"
"Mirs Bay","MM1","2000-06-07","1","Bottom Water","0.6","7.2","0.05","0.39","0.12","0.028","0.17","2.1","71","4.8","3","8.9","8.1","25.9","32.9"
"Mirs Bay","MM1","2000-07-05","1","Surface Water","4.3","4.4","0.06","0.52","0.073","0.009","0.08","44","119","7.4","2400","7.4","8.4","31.8","29.1"
"Mirs Bay","MM1","2000-07-05","1","Middle Water","1.6","2","0.02","0.22","0.03","0.011","0.03","8.8","146","9.3","51","5.5","8.3","30.5","30.1"
"Mirs Bay","MM1","2000-07-05","1","Bottom Water","1.4","1.8","<0.02","0.15","0.032","0.016","0.04","5.1","122","7.7","13","6","8.1","30.5","30.5"
"Mirs Bay","MM1","2000-08-03","1","Surface Water","1.4","1.7","0.04","0.26","0.12","0.008","0.14","9.3","85","5.7","3800","5.4","8","26.5","32.1"
"Mirs Bay","MM1","2000-08-03","1","Middle Water","0.9","2.2","0.04","0.29","0.085","0.016","0.11","5.2","89","6","310","5.5","8","25.6","33.1"
"Mirs Bay","MM1","2000-08-03","1","Bottom Water","1","5.3","0.05","0.3","0.12","0.035","0.15","5.6","69","4.7","290","6.2","8","24.5","33.7"
"Mirs Bay","MM1","2000-09-06","1","Surface Water","4.3","4.8","0.05","0.43","0.066","0.004","0.07","19","143","9.2","110","14.7","8.6","30.7","28.2"
"Mirs Bay","MM1","2000-09-06","1","Middle Water","3.2","2.2","0.04","0.29","0.039","0.01","0.04","3.2","137","8.9","1200","13.9","8.6","29","29.6"
"Mirs Bay","MM1","2000-09-06","1","Bottom Water","3","3.2","0.04","0.24","0.052","0.01","0.06","2.4","94","6.3","200","14.7","8.2","27.5","30.7"
"Mirs Bay","MM1","2000-10-11","1","Surface Water","2.8","6.2","0.06","0.4","0.053","0.01","0.06","27","127","8.2","340","15.5","8.6","29","31"
"Mirs Bay","MM1","2000-10-11","1","Middle Water","2.6","7.1","0.06","0.44","0.057","0.004","0.06","8.5","138","8.9","820","15","8.6","29","31.2"
"Mirs Bay","MM1","2000-10-11","1","Bottom Water","2.7","7.5","0.07","0.44","0.055","0.009","0.06","20","134","8.7","800","19.4","8.5","28.9","31.4"
"Mirs Bay","MM1","2000-11-10","1","Surface Water","1.9","2.4","0.1","0.9","0.4","0.044","0.49","5.1","80","5.6","190","8","7.9","24.1","30.9"
"Mirs Bay","MM1","2000-11-10","1","Middle Water","1.2","2.6","0.04","0.35","0.16","0.019","0.22","5.1","83","5.9","660","7.9","7.9","23.5","31.6"
"Mirs Bay","MM1","2000-11-10","1","Bottom Water","0.7","4.7","0.04","0.39","0.12","0.011","0.17","3.2","83","5.9","290","7.8","7.9","23.5","32"
"Mirs Bay","MM1","2000-12-07","1","Surface Water","3.6","2.6","0.05","0.41","0.066","0.002","0.07","21","111","8","94","7.5","8.2","22.3","32"
"Mirs Bay","MM1","2000-12-07","1","Middle Water","0.9","1.3","0.03","0.32","0.075","0.014","0.08","9.8","111","8.1","98","6.8","8.2","21.7","32.4"
"Mirs Bay","MM1","2000-12-07","1","Bottom Water","0.8","2.8","0.03","0.3","0.09","0.015","0.1","3.7","103","7.5","76","7.3","8.1","21.7","32.5"
"Mirs Bay","MM1","2001-01-09","1","Surface Water","1.3","1.8","0.07","0.57","0.26","0.032","0.29","10","110","8.3","540","5.9","8.3","20.4","31.2"
"Mirs Bay","MM1","2001-01-09","1","Middle Water","1.1","3.2","0.07","0.47","0.27","0.028","0.29","3.6","116","8.7","230","6.1","8.3","20.3","31.3"
"Mirs Bay","MM1","2001-01-09","1","Bottom Water","2.1","2.8","0.04","0.25","0.12","0.016","0.13","1.6","118","8.9","230","7.3","8.3","19.9","31.5"
"Mirs Bay","MM1","2001-02-07","1","Surface Water","1.2","2.9","0.07","0.71","0.45","0.044","0.56","2.5","81","6.3","79","9","8.2","18.8","30.8"
"Mirs Bay","MM1","2001-02-07","1","Middle Water","0.7","2.1","0.05","0.43","0.21","0.02","0.27","1.4","75","6","710","8.3","8.3","16.8","31.8"
"Mirs Bay","MM1","2001-02-07","1","Bottom Water","0.5","4.3","0.03","0.33","0.18","0.02","0.22","0.7","76","6.1","87","10.6","8.3","16.6","31.9"
"Mirs Bay","MM1","2001-03-15","1","Surface Water","1.8","3","0.08","0.62","0.32","0.023","0.36","6.9","63","4.7","220","8.5","7.8","20.1","31.6"
"Mirs Bay","MM1","2001-03-15","1","Middle Water","1.1","2.3","0.07","0.49","0.31","0.028","0.36","7.9","75","5.8","130","11","7.9","18.5","31.9"
"Mirs Bay","MM1","2001-03-15","1","Bottom Water","0.9","4.6","0.04","0.34","0.13","0.011","0.17","2.2","68","5.3","63","9.2","7.8","17.9","32.1"
"Mirs Bay","MM1","2001-04-27","1","Surface Water","1.2","1.4","0.07","0.53","0.29","0.022","0.35","7.7","65","4.6","1400","5.4","8.3","23.2","31.4"
"Mirs Bay","MM1","2001-04-27","1","Middle Water","0.8","1.5","0.06","0.49","0.24","0.018","0.32","6.9","80","5.7","520","5.5","8.3","23.2","31.4"
"Mirs Bay","MM1","2001-04-27","1","Bottom Water","<0.1","4.2","0.05","0.32","0.17","0.014","0.22","1.1","53","3.8","110","8.9","8.2","22.2","32.1"
"Mirs Bay","MM1","2001-05-09","1","Surface Water","2.4","2","0.05","0.42","0.18","0.016","0.19","8","124","8.1","5900","6.1","8.4","27.9","31.3"
"Mirs Bay","MM1","2001-05-09","1","Middle Water","1.2","2.4","0.04","0.25","0.067","0.017","0.08","10","103","6.9","550","7.1","8.4","26.7","31.8"
"Mirs Bay","MM1","2001-05-09","1","Bottom Water","0.9","16","0.05","0.3","0.11","0.018","0.12","7.3","104","7","120","6.8","8.4","25.7","31.9"
"Mirs Bay","MM1","2001-06-20","1","Surface Water","2.7","4","0.04","0.34","0.041","0.003","0.05","17","128","8.3","720","7.3","8.9","30","26.9"
"Mirs Bay","MM1","2001-06-20","1","Middle Water","2.1","2","0.03","0.23","0.036","0.006","0.04","11","129","8.5","160","5.5","8.8","28.9","28.1"
"Mirs Bay","MM1","2001-06-20","1","Bottom Water","1","5.4","0.04","0.33","0.063","0.012","0.12","18","74","4.9","90","9.3","8.5","27","31.7"
"Mirs Bay","MM1","2001-07-12","1","Surface Water","1.9","5.3","0.05","0.4","0.029","0.012","0.09","15","70","4.6","33","9","8.3","28.5","29"
"Mirs Bay","MM1","2001-07-12","1","Middle Water","1.2","5.2","0.04","0.34","0.018","0.017","0.15","6.8","80","5.3","34","8.3","8.2","27.8","30.1"
"Mirs Bay","MM1","2001-07-12","1","Bottom Water","0.6","20","0.05","0.42","0.018","0.018","0.19","2.7","39","2.6","29","16.1","8.1","27.3","30.7"
"Mirs Bay","MM1","2001-08-02","1","Surface Water","3.6","9","0.07","0.62","0.25","0.014","0.28","11","100","6.7","48000","14.1","8.6","29.1","24.5"
"Mirs Bay","MM1","2001-08-02","1","Middle Water","2.8","6.2","0.05","0.44","0.098","0.006","0.12","11","110","7.3","9100","8.3","8.6","28.7","26.7"
"Mirs Bay","MM1","2001-08-02","1","Bottom Water","2.5","9.8","0.06","0.36","0.094","0.013","0.16","9.9","42","2.8","20000","11.5","8.3","26.4","30.5"
"Mirs Bay","MM1","2001-09-27","1","Surface Water","3.4","2.5","0.07","0.38","0.11","0.01","0.11","20","119","8","340","10.8","8","27.6","28.7"
"Mirs Bay","MM1","2001-09-27","1","Middle Water","1.6","1.7","0.04","0.26","0.059","0.012","0.11","14","114","7.6","60","9.7","8","27.5","30.2"
"Mirs Bay","MM1","2001-09-27","1","Bottom Water","0.8","3.8","0.04","0.33","0.091","0.026","0.23","0.4","84","5.6","19","11.1","7.8","27.5","31.1"
"Mirs Bay","MM1","2001-10-15","1","Surface Water","1.4","3.7","0.08","0.61","0.016","0.005","0.02","37","80","5.3","290","8.1","8.3","28","29.8"
"Mirs Bay","MM1","2001-10-15","1","Bottom Water","0.8","5.4","0.03","0.29","0.053","0.019","0.06","7.9","74","4.9","35","7.6","7.9","27.6","30.8"
"Mirs Bay","MM1","2001-11-12","1","Surface Water","2.2","3.5","0.03","0.44","0.08","0.018","0.13","16","62","4.4","290","6.7","8.3","23.8","30.8"
"Mirs Bay","MM1","2001-11-12","1","Middle Water","1.1","4.1","0.03","0.4","0.14","0.011","0.16","13","87","6.1","650","7.1","8.3","23.6","31"
"Mirs Bay","MM1","2001-11-12","1","Bottom Water","1","4.5","0.03","0.4","0.12","0.008","0.16","10","78","5.5","670","8.1","8.3","23.8","31.2"
"Mirs Bay","MM1","2001-12-06","1","Surface Water","2","2.8","0.04","0.37","0.18","0.021","0.2","7.9","57","4.1","1600","6.9","8.3","22.3","31.5"
"Mirs Bay","MM1","2001-12-06","1","Middle Water","2","2.6","0.03","0.38","0.2","0.028","0.23","7.2","69","5","1100","6.7","8.3","22.3","31.6"
"Mirs Bay","MM1","2001-12-06","1","Bottom Water","2","2.8","0.04","0.32","0.067","0.02","0.09","4.2","71","5.2","1100","6.8","8.3","22.2","31.7"
"Mirs Bay","MM1","2002-01-30","1","Surface Water","1.2","4.6","0.03","0.52","0.33","0.019","0.39","3.4","67","5.5","380","11","7.8","15.7","32.3"
"Mirs Bay","MM1","2002-01-30","1","Middle Water","1.3","3.7","0.05","0.53","0.35","0.021","0.41","2.5","78","6.3","540","10.3","7.8","15.8","32.3"
"Mirs Bay","MM1","2002-01-30","1","Bottom Water","1.1","3.5","0.03","0.48","0.28","0.019","0.33","2","82","6.7","570","10.2","7.8","15.6","32.4"
"Mirs Bay","MM1","2002-02-27","1","Surface Water","2.5","1.3","0.02","0.44","0.2","0.018","0.24","4.4","84","6.2","76","8.2","8.2","20.8","32.4"
"Mirs Bay","MM1","2002-02-27","1","Middle Water","1.9","2.4","<0.02","0.29","0.14","0.017","0.17","1.8","92","6.8","160","7.2","8.2","20.2","32.4"
"Mirs Bay","MM1","2002-02-27","1","Bottom Water","1.4","2.1","<0.02","0.24","0.11","0.014","0.13","1.4","98","7.4","170","6.4","8.2","19.8","32.4"
"Mirs Bay","MM1","2002-03-13","1","Surface Water","2.8","5.5","0.03","0.4","0.14","0.012","0.17","22","117","8.6","380","8.1","8.1","21.3","32.3"
"Mirs Bay","MM1","2002-03-13","1","Middle Water","2.1","6.6","0.02","0.25","0.076","0.013","0.09","9.2","119","8.7","560","8.8","8.1","21.3","32.3"
"Mirs Bay","MM1","2002-03-13","1","Bottom Water","0.9","11","0.03","0.24","0.075","0.011","0.09","7","125","9.3","160","8","8.1","20.3","32.5"
"Mirs Bay","MM1","2002-04-11","1","Surface Water","1.5","5.2","0.05","0.43","0.22","0.016","0.25","5","74","5.2","2200","8.2","8.2","24.1","32.1"
"Mirs Bay","MM1","2002-04-11","1","Middle Water","1.4","4.6","0.04","0.39","0.18","0.022","0.21","4.5","83","5.8","2200","8.1","8.2","24.1","32.5"
"Mirs Bay","MM1","2002-04-11","1","Bottom Water","1.3","3.6","0.03","0.39","0.19","0.006","0.21","3.2","84","5.9","2200","8","8.2","24.1","32.5"
"Mirs Bay","MM1","2002-05-09","1","Surface Water","2.3","4.6","0.03","0.36","0.069","0.016","0.08","7.1","100","6.4","120","7","8.4","28.7","32.7"
"Mirs Bay","MM1","2002-05-09","1","Middle Water","1.6","4","0.03","0.23","0.043","0.008","0.05","5.7","100","6.4","37","7.1","8.3","28.7","33"
"Mirs Bay","MM1","2002-05-09","1","Bottom Water","1.6","5.1","0.02","0.26","0.058","0.006","0.06","2.8","92","5.9","6","7","8.2","28.5","33.2"
"Mirs Bay","MM1","2002-06-21","1","Surface Water","2.5","3.6","0.03","0.21","0.023","0.006","0.03","10","132","8.3","22","7.5","8.1","30","32.6"
"Mirs Bay","MM1","2002-06-21","1","Middle Water","2.3","2.9","<0.02","0.18","0.025","0.006","0.03","9.9","130","8.2","32","7.3","8.2","29.8","32.7"
"Mirs Bay","MM1","2002-06-21","1","Bottom Water","2","15","0.05","0.31","0.078","0.002","0.09","15","125","8","31","12.1","8.2","29.4","32.8"
"Mirs Bay","MM1","2002-07-11","1","Surface Water","0.7","2.9","<0.02","0.2","0.015","0.004","0.05","1.2","167","10.2","<1","8.5","8.2","31.6","32.3"
"Mirs Bay","MM1","2002-07-11","1","Middle Water","0.8","0.8","<0.02","0.1","0.018","0.005","0.05","2.3","186","11.7","<1","8.5","8.2","30.1","32.4"
"Mirs Bay","MM1","2002-07-11","1","Bottom Water","1.2","1.9","<0.02","0.23","0.014","0.005","0.04","2.3","158","10.1","4","7.4","8.2","29.1","32.7"
"Mirs Bay","MM1","2002-08-08","1","Surface Water","1","2","0.04","0.33","0.16","0.02","0.2","1.2","89","5.9","110","6.8","8","27.7","30.2"
"Mirs Bay","MM1","2002-08-08","1","Middle Water","0.9","3","0.03","0.31","0.15","0.012","0.19","1.4","82","5.5","96","7.2","8","27.5","30.3"
"Mirs Bay","MM1","2002-08-08","1","Bottom Water","0.7","14","0.03","0.35","0.17","0.014","0.21","1.6","76","5.1","46","7.4","8","27.3","30.6"
"Mirs Bay","MM1","2002-09-27","1","Surface Water","3.6","6.1","0.06","0.5","0.019","0.006","0.02","28","109","7.6","62","4.5","8.8","26.4","25.5"
"Mirs Bay","MM1","2002-09-27","1","Middle Water","1.5","2.2","0.03","0.35","0.09","0.005","0.13","11","108","7.4","100","3.9","8.6","26.3","27.9"
"Mirs Bay","MM1","2002-09-27","1","Bottom Water","0.8","3.8","0.05","0.52","0.27","0.028","0.33","2.2","80","5.5","42","3.9","8.5","26.4","28.8"
"Mirs Bay","MM1","2002-10-16","1","Surface Water","2.2","5","0.03","0.2","0.021","0.002","0.03","7.1","88","5.8","29","8.2","8.4","28.1","30.6"
"Mirs Bay","MM1","2002-10-16","1","Middle Water","2.1","4.8","0.03","0.22","0.016","0.002","0.02","4.4","132","8.7","7","8.7","8.4","28.1","30.7"
"Mirs Bay","MM1","2002-10-16","1","Bottom Water","1.1","15","0.04","0.26","0.081","0.011","0.09","8.5","82","5.5","6","10.3","8.2","27.2","31.1"
"Mirs Bay","MM1","2002-11-14","1","Surface Water","2.4","2.8","0.04","0.26","0.011","0.008","0.02","11","109","7.6","11","12.5","8.3","24","32.3"
"Mirs Bay","MM1","2002-11-14","1","Middle Water","2.5","2.7","0.03","0.22","0.009","0.007","0.01","16","128","9","4","13","8.3","23.6","32.5"
"Mirs Bay","MM1","2002-11-14","1","Bottom Water","2","3","0.03","0.23","0.032","0.007","0.05","15","114","8.1","43","15.4","8.2","23.1","32.7"
"Mirs Bay","MM1","2002-12-05","1","Surface Water","1.5","2.3","0.06","0.53","0.3","0.028","0.39","3.8","97","7","270","11.9","8.1","22.1","32.4"
"Mirs Bay","MM1","2002-12-05","1","Middle Water","0.8","3.4","0.04","0.28","0.11","0.013","0.17","1.2","97","7.1","59","12.2","8.1","21","33.3"
"Mirs Bay","MM1","2002-12-05","1","Bottom Water","0.6","3.5","0.04","0.26","0.12","0.014","0.18","1.3","95","7","84","13.6","8.1","20.8","33.3"
"Mirs Bay","MM1","2003-01-09","1","Surface Water","1.5","7.4","0.04","0.38","0.18","0.015","0.22","1.2","83","6.6","100","13.9","8","16.6","32.6"
"Mirs Bay","MM1","2003-01-09","1","Middle Water","1.3","8.1","0.04","0.38","0.15","0.013","0.19","1.1","86","6.9","98","12.8","8","16.6","32.5"
"Mirs Bay","MM1","2003-01-09","1","Bottom Water","1.3","19","0.03","0.35","0.16","0.013","0.2","1.4","86","6.9","97","20.3","8","16.6","32.8"
"Mirs Bay","MM1","2003-02-24","1","Surface Water","2.4","3.2","0.02","0.2","0.067","0.007","0.09","3.5","81","6.2","16","7.8","8.3","18.6","32.4"
"Mirs Bay","MM1","2003-02-24","1","Middle Water","1.3","2.6","<0.02","0.12","0.045","0.005","0.06","1.1","81","6.2","10","8.3","8.3","18.5","32.4"
"Mirs Bay","MM1","2003-02-24","1","Bottom Water","1.3","3.2","<0.02","0.16","0.046","0.005","0.07","1.4","82","6.4","<1","6.7","8.3","18.4","32.4"
"Mirs Bay","MM1","2003-03-17","1","Surface Water","2.8","5.3","0.03","0.28","0.038","0.005","0.07","20","63","4.7","40","8.3","8.5","20.4","32.1"
"Mirs Bay","MM1","2003-03-17","1","Middle Water","2.3","4.3","0.02","0.3","0.037","0.006","0.05","18","68","5.2","63","7.9","8.4","19.2","32.5"
"Mirs Bay","MM1","2003-03-17","1","Bottom Water","1.5","4.2","<0.02","0.21","0.038","0.005","0.06","9","68","5.2","30","8.8","8.4","18.8","32.7"
"Mirs Bay","MM1","2003-04-28","1","Surface Water","2.4","1.8","<0.02","0.19","0.017","0.004","0.02","5.6","120","8","1","6.7","8.6","26.4","33.1"
"Mirs Bay","MM1","2003-04-28","1","Middle Water","2.6","1.6","<0.02","0.14","<0.005","0.004","0.01","7.3","124","8.4","9","8.3","8.6","25.3","33.1"
"Mirs Bay","MM1","2003-04-28","1","Bottom Water","2.2","2.2","<0.02","0.15","0.017","0.004","0.02","4.5","98","6.7","16","12.2","8.5","24.4","33.3"
"Mirs Bay","MM1","2003-05-14","1","Surface Water","3.8","2.2","0.04","0.32","0.14","0.017","0.16","5.7","116","7.7","520","6.1","8.4","28.6","27.8"
"Mirs Bay","MM1","2003-05-14","1","Bottom Water","1.4","2.5","<0.02","0.25","0.12","0.011","0.14","1.2","105","7.1","180","7.1","8.3","26.2","30.4"
"Mirs Bay","MM1","2003-06-13","1","Surface Water","0.6","4.6","0.11","0.79","0.34","0.059","0.42","30","63","4.3","270","5.4","8.2","26.8","30.2"
"Mirs Bay","MM1","2003-06-13","1","Middle Water","<0.1","3.3","0.02","0.32","0.14","0.019","0.2","2.6","63","4.2","330","4.8","8.1","26.9","32.3"
"Mirs Bay","MM1","2003-06-13","1","Bottom Water","0.9","10","0.03","0.41","0.12","0.022","0.21","2","52","3.5","200","7","8.1","26.8","32.7"
"Mirs Bay","MM1","2003-07-10","1","Surface Water","3.4","3.9","0.04","0.31","0.024","0.004","0.03","9.2","125","7.9","3","2.6","8.3","30.5","31.7"
"Mirs Bay","MM1","2003-07-10","1","Bottom Water","1.7","4.8","0.04","0.24","0.055","0.019","0.07","8.4","84","5.5","67","3.4","8.3","27.2","33.4"
"Mirs Bay","MM1","2003-08-07","1","Surface Water","3.2","5.5","0.04","0.29","0.023","0.002","0.03","21","64","4.1","160","6.7","8.4","28.9","31.1"
"Mirs Bay","MM1","2003-08-07","1","Middle Water","0.9","5.6","0.05","0.32","0.09","0.026","0.18","9.1","68","4.4","79","6.4","8.2","28","33.2"
"Mirs Bay","MM1","2003-08-07","1","Bottom Water","0.7","15","0.05","0.34","0.092","0.027","0.21","2.6","76","5","69","8","8","26.8","34"
"Mirs Bay","MM1","2003-09-08","1","Surface Water","6.1","11","0.07","0.51","0.048","0.004","0.06","51","92","6.3","740","11.3","8.6","28.3","24.6"
"Mirs Bay","MM1","2003-09-08","1","Middle Water","2.9","7.4","0.04","0.38","0.043","0.006","0.06","30","121","8","1800","9.3","8.3","28","29.4"
"Mirs Bay","MM1","2003-09-08","1","Bottom Water","0.8","13","0.06","0.39","0.14","0.022","0.22","4.3","25","1.7","79","14.5","8.1","27.8","31.6"
"Mirs Bay","MM1","2003-10-09","1","Surface Water","2.7","5","0.03","0.25","0.027","0.005","0.03","16","84","5.4","5","10.3","8.3","28.9","31.5"
"Mirs Bay","MM1","2003-10-09","1","Middle Water","2.3","5.7","0.04","0.24","0.032","0.005","0.04","17","95","6.2","19","10.5","8.2","28.6","31.7"
"Mirs Bay","MM1","2003-10-09","1","Bottom Water","1.9","5.9","0.04","0.27","0.045","0.007","0.05","17","99","6.4","48","10.3","8.2","28.4","31.8"
"Mirs Bay","MM1","2003-11-05","1","Surface Water","2.1","5.3","0.03","0.27","0.052","0.005","0.06","16","93","6.3","2","8.2","8.2","26","32.2"
